Iteration    50 Time 1.989814 Energy -529.408200
Iteration   100 Time 2.304129 Energy -557.980700
Iteration   150 Time 2.625917 Energy -564.583100
Iteration   200 Time 2.928481 Energy -569.283100
Iteration   250 Time 3.211454 Energy -571.564700
Iteration   300 Time 3.501829 Energy -573.213200
Iteration   350 Time 3.813787 Energy -575.127000
Iteration   400 Time 4.084887 Energy -576.894100
Iteration   450 Time 4.364023 Energy -578.910400
Iteration   500 Time 4.637209 Energy -581.002400
Iteration   550 Time 4.906995 Energy -582.868200
Iteration   600 Time 5.176787 Energy -583.984400
Iteration   650 Time 5.446338 Energy -584.888100
Iteration   700 Time 5.716853 Energy -586.349900
Iteration   750 Time 5.986037 Energy -587.206200
Iteration   800 Time 6.255043 Energy -588.139400
Iteration   850 Time 6.523984 Energy -588.931900
Iteration   900 Time 6.793174 Energy -589.717400
Iteration   950 Time 7.061947 Energy -590.320400
Iteration  1000 Time 7.330374 Energy -590.847600
Iteration  1050 Time 7.600270 Energy -591.188500
Iteration  1100 Time 7.869820 Energy -591.715900
Iteration  1150 Time 8.139886 Energy -591.948800
Iteration  1200 Time 8.408039 Energy -592.116800
Iteration  1250 Time 8.677898 Energy -592.249300
Iteration  1300 Time 8.946936 Energy -592.358200
Iteration  1350 Time 9.217090 Energy -592.467100
Iteration  1400 Time 9.485907 Energy -592.642000
Iteration  1450 Time 9.759571 Energy -592.878000
Iteration  1500 Time 10.027716 Energy -592.968600
Iteration  1550 Time 10.296852 Energy -593.056800
Iteration  1600 Time 10.565133 Energy -593.144100
Iteration  1650 Time 10.838233 Energy -593.333400
Iteration  1700 Time 11.107858 Energy -593.494100
Iteration  1750 Time 11.376197 Energy -593.631200
Iteration  1800 Time 11.644185 Energy -593.733000
Iteration  1850 Time 11.912542 Energy -593.846000
Iteration  1900 Time 12.181265 Energy -593.937200
Iteration  1950 Time 12.449494 Energy -594.002200
Iteration  2000 Time 12.717676 Energy -594.088500
