zRot,x,y,z,cut,energy,HV,HJ,HCDR3,KV,KJ,KCDR3,LV,LJ,LCDR3
240.0,-5.0,0.0,16.25,1,-125.7917,43,1,212,61,3,80,,,
240.0,-5.0,0.0,16.25,2,-118.7088,43,1,212,52,3,80,,,
240.0,-5.0,0.0,16.25,3,-118.5812,43,1,212,51,3,80,,,
240.0,-5.0,0.0,16.25,4,-118.2324,43,5,212,61,3,62,,,
240.0,-5.0,0.0,16.25,5,-117.2892,43,1,212,64,3,80,,,
