zRot,x,y,z,cut,energy,HV,HJ,HCDR3,KV,KJ,KCDR3,LV,LJ,LCDR3
120.0,3.75,0.0,16.75,1,60554.4847,38,5,270,,,,14,4,15
120.0,3.75,0.0,16.75,2,60554.7391,38,5,270,,,,14,4,16
120.0,3.75,0.0,16.75,3,60554.8732,38,5,270,,,,14,4,33
120.0,3.75,0.0,16.75,4,60556.6834,38,5,270,,,,14,4,4
120.0,3.75,0.0,16.75,5,60557.0632,38,5,270,,,,14,4,39
