KCDR3_179 -0.3758
KCDR3_178 -0.9371
KCDR3_106 1.2852
KCDR3_107 2.1974
KCDR3_104 -1.8009
KCDR3_105 1.1975
KCDR3_102 0.0281
KCDR3_103 0.0373
KCDR3_100 3.0508
KCDR3_101 3.217
KCDR3_175 1.422
KCDR3_108 3.0891
KCDR3_109 4.8478
KCDR3_174 2.8976
HCDR3_408 10000000000.0
HCDR3_409 10000000000.0
HCDR3_158 10000000000.0
HCDR3_159 10000000000.0
HCDR3_156 625876000.0
HCDR3_157 9659690000.0
HCDR3_154 3220400000.0
HCDR3_155 10000000000.0
HCDR3_152 10000000000.0
HCDR3_153 10000000000.0
HCDR3_150 10000000000.0
HCDR3_151 10000000000.0
HV_31 48834400.0
HV_30 39933500.0
HV_33 10000000000.0
HV_32 84436000.0
KCDR3_199 1.8436
KCDR3_198 41.4601
HV_37 5538570000.0
HV_36 7813280000.0
KCDR3_195 2.8115
KCDR3_194 -4.1005
KCDR3_197 -2.7222
KCDR3_196 9.7268
KCDR3_191 0.8688
KCDR3_190 31356.1
KCDR3_193 7.9245
KCDR3_192 3.008
HCDR3_336 10000000000.0
HCDR3_279 5362210000.0
HCDR3_278 7309480000.0
HCDR3_273 10000000000.0
HCDR3_272 10000000000.0
HCDR3_271 10000000000.0
HCDR3_270 899601000.0
HCDR3_277 10000000000.0
HCDR3_276 10000000000.0
HCDR3_275 10000000000.0
HCDR3_274 10000000000.0
KV_49 1602380000.0
HCDR3_58 97577.9
HCDR3_30 10000000000.0
HCDR3_54 993033000.0
HCDR3_55 8576.81
HCDR3_56 1123300.0
HCDR3_31 207972000.0
HCDR3_50 4599860000.0
HCDR3_51 10000000000.0
HCDR3_52 1364720000.0
HCDR3_53 10000000000.0
HV_108 5698130.0
HV_109 2527920.0
HV_100 10000000000.0
HV_101 10000000000.0
HV_102 10000000000.0
HV_103 32938100.0
HV_104 257626000.0
HV_105 29745400.0
HV_106 47846600.0
HV_112 10000000000.0
KV_21 -24.5411
KV_20 -19.7714
KV_23 -25.5297
KV_22 -21.4758
KV_25 -22.0918
HCDR3_49 10000000000.0
KV_27 -11.3457
KV_26 -22.0918
KV_29 -27.4913
KV_28 -21.4717
HCDR3_48 7150470.0
KCDR3_51 -1.1101
KCDR3_50 3.231
KCDR3_53 -2.5696
KCDR3_52 -1.8327
KCDR3_55 3.2249
KCDR3_54 10.5296
KCDR3_57 6.6795
KCDR3_56 2.076
KCDR3_59 -1.3117
KCDR3_58 2.6415
HCDR3_39 5926.96
HCDR3_45 10000000000.0
LCDR3_11 -2.735
HV_76 40757800.0
HCDR3_43 1780270000.0
HCDR3_42 10000000000.0
HV_119 106800000.0
HV_118 6783780000.0
KV_24 -24.6886
HCDR3_404 10000000000.0
HCDR3_405 10000000000.0
HCDR3_406 10000000000.0
HCDR3_407 10000000000.0
HV_68 8289320.0
HV_69 10695100.0
HV_66 9202710.0
HV_67 16118700.0
HV_64 10000000000.0
HV_65 10000000000.0
HV_62 419705.0
HV_63 10000000000.0
HV_60 571920.0
HV_61 10000000000.0
HCDR3_402 10000000000.0
HCDR3_403 10000000000.0
HCDR3_94 4126720000.0
HCDR3_358 10000000000.0
HCDR3_359 5000400000.0
HCDR3_350 8938310.0
HCDR3_351 10000000000.0
HCDR3_352 10000000000.0
HCDR3_353 10000000000.0
HCDR3_354 10000000000.0
HCDR3_355 10000000000.0
HCDR3_356 10000000000.0
HCDR3_357 10000000000.0
KV_48 492230000.0
KV_43 10000000000.0
HV_35 10000000000.0
HV_34 10000000000.0
HJ_5 -0.0258
HJ_4 -0.1666
HJ_3 -0.0021
HJ_2 0.1397
HJ_1 0.1209
KCDR3_82 3.0843
HV_39 149853000.0
KCDR3_80 -6.2128
KCDR3_81 -6.5096
KCDR3_86 2.5654
KCDR3_87 1.4479
KCDR3_84 5.4046
KCDR3_85 -12.3158
KCDR3_177 0.8388
KCDR3_176 1.5382
KCDR3_88 443.53
KCDR3_89 7.7152
KCDR3_173 1.3776
KCDR3_172 1.8269
KCDR3_171 0.6216
KCDR3_170 1.0654
HCDR3_397 10000000000.0
HCDR3_390 10000000000.0
HCDR3_46 8463180000.0
HCDR3_391 10000000000.0
HCDR3_127 10000000000.0
HCDR3_126 10000000000.0
HCDR3_125 10000000000.0
HCDR3_124 505864000.0
HCDR3_123 10000000000.0
HCDR3_122 32635000.0
HCDR3_121 681602000.0
HCDR3_120 695914000.0
HCDR3_393 10000000000.0
HCDR3_129 203262000.0
HCDR3_128 38863100.0
HCDR3_89 1015880000.0
HV_140 2742390.0
HV_141 1550110.0
KV_41 2956380000.0
KV_40 10000000000.0
KV_13 8323680000.0
HCDR3_219 10000000000.0
HV_9 10000000000.0
HV_8 10000000000.0
KCDR3_19 18.3888
KCDR3_18 7.6333
HCDR3_44 1282590.0
HCDR3_218 10000000000.0
HV_3 2956580.0
HV_2 1094470000.0
HV_1 1658550000.0
KCDR3_16 -8.8794
KCDR3_11 4.8621
KCDR3_10 1.2441
KCDR3_13 2.6389
HV_4 3436840000.0
HCDR3_220 586555000.0
HCDR3_221 10000000000.0
HCDR3_222 10000000000.0
HCDR3_223 10000000000.0
HCDR3_224 10000000000.0
HCDR3_225 10000000000.0
HCDR3_226 10000000000.0
HCDR3_227 7288120000.0
HCDR3_228 8139800000.0
HCDR3_229 5049200000.0
HCDR3_57 10000000000.0
KV_46 2434030000.0
LCDR3_32 1.68
LCDR3_33 7.7946
LCDR3_30 2.4693
LCDR3_31 -0.2171
LCDR3_36 4.898
HCDR3_338 10000000000.0
HCDR3_399 10000000000.0
LCDR3_35 -1.7191
HCDR3_215 10000000000.0
LCDR3_38 2.4103
HCDR3_339 407955000.0
HCDR3_214 10000000000.0
KCDR3_68 -6.2671
KCDR3_69 -3.7146
HV_38 10000000000.0
KCDR3_14 -4.4152
KCDR3_60 3.7153
KCDR3_61 3.4947
KCDR3_62 15.3811
KCDR3_63 13.1658
KCDR3_64 10.0176
KCDR3_65 3.5666
KCDR3_66 -3.6581
KCDR3_67 -1.9645
HCDR3_41 10000000000.0
HCDR3_335 10000000000.0
HV_7 4177080.0
HV_6 6398980000.0
LCDR3_8 0.667
LCDR3_9 -0.8305
HV_5 10000000000.0
LCDR3_2 -0.4905
LCDR3_3 2.9319
KCDR3_12 -3.2925
LCDR3_6 1.9624
LCDR3_7 5.1396
HCDR3_40 2948870.0
LCDR3_5 2.91
HCDR3_314 10000000000.0
HCDR3_315 10000000000.0
HCDR3_316 10000000000.0
HCDR3_317 10000000000.0
HCDR3_310 10000000000.0
HCDR3_311 90028800.0
HCDR3_312 10000000000.0
HCDR3_313 10000000000.0
HCDR3_234 10000000000.0
HCDR3_318 10000000000.0
HCDR3_319 10000000000.0
KV_14 5953390000.0
HV_97 10000000000.0
HV_96 10000000000.0
KCDR3_139 2.5699
KCDR3_138 5.9794
HV_93 270256000.0
