358.96 -1.25 -10 13.75 +0.0458
359.82 5 2.5 11.25 +40.6874
358.96 2.5 -1.25 16.25 +0.0225
359.32 2.5 0 10 -5.5777
359.09 10 -10 12.5 +0.0417
355.86 1.25 2.5 15 +5.632
359.32 8.75 -3.75 12.5 -0.0444
359.32 -3.75 -1.25 11.25 -1.1538
359.32 -5 -1.25 10 -9.0651
355.86 -1.25 -10 15 +0.0159
358.96 7.5 2.5 12.5 +7.9786
355.86 -2.5 -2.5 15 +1.3572
358.85 -3.75 5 16.25 +10.9482
358.96 8.75 1.25 13.75 -2.381
359.82 -2.5 -7.5 7.5 +0.4918
358.96 -5 3.75 16.25 +10.1123
344.85 6.25 -6.25 5 +2.4267
352.57 -3.75 5 13.75 +22.4411
358.85 10 1.25 5 +5.34937e+06
359.32 3.75 3.75 15 +5.0063
359.32 5 -6.25 16.25 -0.0864
358.96 -2.5 3.75 12.5 +12.198
355.86 0 -3.75 12.5 +0.1109
358.85 -2.5 -7.5 16.25 +0.0966
355.86 -1.25 -7.5 13.75 +0.0886
358.96 1.25 -3.75 12.5 -0.0095
352.57 -1.25 -2.5 11.25 +1.8377
358.85 -2.5 -1.25 7.5 -19.1818
358.96 5 -5 11.25 -0.1974
359.82 -5 -7.5 16.25 +0.1925
358.85 1.25 -6.25 10 +0.1784
352.57 -5 -2.5 15 +1.3354
359.32 -2.5 1.25 8.75 +328.946
358.96 8.75 -2.5 12.5 -0.3332
359.82 -1.25 -8.75 7.5 +1.7675
358.85 7.5 -8.75 10 +0.106
358.85 6.25 1.25 12.5 -1.0465
359.82 -1.25 -2.5 8.75 -6.8197
358.85 6.25 -1.25 12.5 -1.1318
359.32 3.75 -6.25 12.5 -0.1617
344.85 -2.5 -7.5 8.75 +0.7314
358.85 3.75 2.5 12.5 +1.8676
358.85 10 3.75 7.5 +4.295e+07
359.32 -5 2.5 12.5 +15.9859
352.57 0 0 15 +3.2388
344.85 5 -7.5 16.25 -0.2417
358.85 8.75 1.25 16.25 -1.0662
355.86 0 -1.25 11.25 +0.4244
359.82 7.5 -1.25 13.75 -0.7603
359.82 0 -8.75 16.25 +0.002
352.57 -1.25 -5 15 -0.1749
358.85 7.5 -5 16.25 -0.2515
359.09 -3.75 -10 15 +0.0703
355.86 -2.5 -3.75 15 +0.2042
358.85 -1.25 3.75 13.75 +12.7865
355.86 -1.25 -8.75 8.75 +1.1837
359.82 -2.5 -10 15 +0.0565
352.57 10 0 16.25 -1.0978
358.85 -3.75 5 8.75 +1.18474e+06
359.82 -5 -7.5 12.5 +0.3263
359.82 8.75 3.75 12.5 +20514.8
359.32 -3.75 3.75 15 +14.5043
358.85 -2.5 -7.5 8.75 +0.9921
344.85 -1.25 -6.25 16.25 +0.0141
359.09 1.25 -6.25 15 +0.0358
358.96 5 0 12.5 -0.808
358.85 10 3.75 16.25 -1.9794
359.82 3.75 -1.25 15 -0.1818
359.09 8.75 2.5 16.25 -1.1158
352.57 2.5 -2.5 15 -0.1356
355.86 10 -7.5 15 -0.0164
359.32 2.5 1.25 11.25 -0.8105
359.32 2.5 -1.25 11.25 -1.3465
352.16 7.5 -5 16.25 -0.4267
359.82 7.5 -10 16.25 +0.0006
355.86 -3.75 -10 10 +0.7957
359.82 1.25 0 16.25 +1.1354
352.57 -2.5 -8.75 16.25 +0.0124
355.86 7.5 5 16.25 +2.102
359.82 -3.75 -7.5 12.5 +0.306
355.86 1.25 -5 11.25 -0.2516
358.96 8.75 -2.5 16.25 -0.4155
358.85 1.25 3.75 11.25 +7.148
352.16 10 -6.25 15 -0.3104
359.32 5 -1.25 12.5 -0.505
359.32 -5 -6.25 12.5 +0.3401
355.86 0 -10 16.25 +0
358.85 -3.75 1.25 8.75 +6.67351e+06
355.86 -5 -10 12.5 +0.2724
344.85 1.25 -8.75 13.75 -0.1326
358.96 6.25 -6.25 11.25 -0.2609
359.82 -3.75 -8.75 13.75 +0.26
359.82 -3.75 -1.25 7.5 +917.923
359.32 -5 5 7.5 +7.28762e+08
359.32 -2.5 -7.5 15 +0.1169
359.82 3.75 -8.75 10 +0.0015
344.85 8.75 -10 16.25 +0.0786
359.82 -2.5 0 12.5 +3.5027
358.85 8.75 3.75 13.75 +0.3903
359.82 3.75 -7.5 13.75 -0.172
358.96 10 -8.75 12.5 +0.0042
359.32 1.25 1.25 15 +3.5717
358.85 -2.5 -6.25 6.25 -3.0718
359.82 -1.25 -7.5 11.25 +0.5365
359.32 -1.25 -5 15 -0.0537
352.57 -5 -3.75 11.25 -0.2319
358.96 8.75 -8.75 11.25 -0.0405
359.32 -3.75 -3.75 11.25 -1.2102
359.32 0 -7.5 5 +2.3192
358.96 6.25 -2.5 15 -0.5666
359.09 6.25 -8.75 15 +0.0077
355.86 0 -10 15 +0.0001
358.96 6.25 -5 8.75 +0.4625
359.82 -1.25 2.5 16.25 +4.4463
344.85 -1.25 -6.25 8.75 +0.2635
359.32 2.5 5 13.75 +11.0254
352.57 7.5 1.25 16.25 -0.6022
358.96 0 3.75 15 +8.7869
352.57 -5 1.25 12.5 +2.9184
358.85 6.25 -2.5 10 -1.9926
358.85 -1.25 -3.75 10 -0.844
352.16 10 3.75 16.25 -1.3915
358.96 -5 1.25 10 +1595.32
358.96 5 -7.5 10 -0.1844
359.32 7.5 -5 12.5 -0.2797
352.57 -1.25 -7.5 13.75 +0.0672
358.96 8.75 -10 10 +0.2416
358.85 1.25 -7.5 12.5 +0.0772
355.86 -2.5 -8.75 15 +0.0629
358.96 5 -6.25 11.25 -0.3813
358.96 2.5 -6.25 15 -0.0427
344.85 8.75 3.75 16.25 +1.1391
355.86 6.25 -6.25 15 -0.2828
359.82 3.75 -10 12.5 +0.0067
359.82 2.5 3.75 15 +6.3575
352.57 6.25 -5 11.25 -0.2784
359.82 10 -7.5 15 -0.0145
359.82 -1.25 -3.75 16.25 -0.0093
352.16 0 -2.5 16.25 +0.0379
359.32 -1.25 0 16.25 +2.5719
358.85 0 5 8.75 +1408.6
358.96 -2.5 -3.75 15 +0.2782
358.96 5 -1.25 13.75 -0.1144
358.85 -5 2.5 12.5 +14.9984
358.96 7.5 2.5 13.75 -1.8764
358.96 5 2.5 12.5 -0.4752
359.32 5 -5 16.25 -0.2131
355.86 7.5 -7.5 10 +0.2095
344.85 8.75 -7.5 12.5 -0.2484
359.32 0 -5 13.75 +0.1127
358.96 0 -7.5 15 +0.1009
359.32 5 -1.25 13.75 -0.092
358.85 8.75 2.5 15 -1.4589
358.85 -2.5 -2.5 8.75 -8.567
344.85 2.5 -10 13.75 -0.0903
359.82 -1.25 -1.25 12.5 +3.1513
359.09 10 -5 12.5 -0.2113
359.82 -5 -5 13.75 +0.5035
358.96 -1.25 -3.75 12.5 +0.3668
359.32 -2.5 -7.5 11.25 +0.7188
359.32 -3.75 -3.75 13.75 +0.6393
358.85 1.25 3.75 8.75 +106602
359.82 8.75 3.75 7.5 +1.60683e+08
352.57 1.25 -7.5 11.25 -0.1137
359.82 7.5 -5 16.25 -0.2405
358.85 3.75 -1.25 13.75 +0.1902
352.57 1.25 -5 12.5 -0.2205
355.86 -3.75 -10 11.25 +0.3479
352.57 3.75 5 15 +10.5518
359.82 2.5 -2.5 15 +0.0643
359.32 8.75 -6.25 11.25 +0.1963
359.82 3.75 -3.75 12.5 -0.5861
344.85 2.5 -6.25 15 -0.2615
358.85 2.5 -3.75 13.75 -0.1347
352.57 8.75 -6.25 13.75 -0.2052
358.85 -5 0 16.25 +3.6724
359.32 2.5 -7.5 8.75 +0.4601
352.57 -3.75 -3.75 13.75 +0.568
359.82 2.5 -3.75 10 -0.9525
358.85 3.75 -5 12.5 -0.3564
359.32 2.5 2.5 12.5 +4.076
359.32 -3.75 -8.75 16.25 +0.0624
355.86 7.5 -7.5 11.25 +0.1171
352.57 -1.25 -7.5 10 +0.5806
355.86 -2.5 5 16.25 +10.4396
359.82 -5 3.75 10 +6.4459e+08
358.85 -2.5 1.25 10 +12.1706
344.85 -1.25 -8.75 16.25 +0.0013
358.85 7.5 -5 11.25 -0.1352
358.85 5 -6.25 16.25 -0.0951
359.32 7.5 -3.75 16.25 -0.3274
352.16 10 -8.75 12.5 -0.0373
358.85 -2.5 0 12.5 +3.525
358.96 0 2.5 11.25 +3.8594
358.85 1.25 -10 10 +0.2441
358.85 6.25 -6.25 16.25 -0.128
355.86 -3.75 2.5 13.75 +10.8109
359.32 0 -8.75 13.75 +0.0704
359.32 5 -8.75 10 +0.1327
359.09 8.75 -5 16.25 -0.23
352.16 5 3.75 16.25 +3.442
355.86 5 -10 10 +0.0919
358.85 -5 -5 16.25 -0.0294
355.86 2.5 2.5 12.5 +4.631
359.09 6.25 5 16.25 +2.9401
355.86 3.75 0 13.75 +0.903
358.85 2.5 3.75 10 +88.9023
355.86 -2.5 2.5 15 +8.8801
358.85 7.5 -2.5 15 -0.5473
355.86 6.25 -10 15 +0.0328
358.85 5 -5 12.5 -0.3746
358.85 0 -7.5 6.25 +2.3577
358.85 -5 3.75 10 +7.00698e+08
358.85 10 5 13.75 +8.7345
359.32 0 -6.25 13.75 -0.1581
358.85 6.25 -6.25 12.5 -0.1066
359.82 5 -8.75 6.25 +0.4973
359.32 -5 2.5 7.5 +6.70807e+07
359.32 10 3.75 10 +1e+10
344.85 5 -10 6.25 +0.5994
359.32 10 -3.75 12.5 +0.1345
359.32 10 -2.5 16.25 -0.4044
358.85 2.5 3.75 15 +6.6156
359.32 7.5 -10 11.25 +0.0431
352.57 -1.25 -5 16.25 -0.1916
355.86 0 -2.5 16.25 +0.135
359.32 10 -5 10 +0.1954
359.32 6.25 1.25 11.25 +97.6312
359.32 3.75 -7.5 12.5 -0.1098
359.82 0 -10 12.5 +0.0487
358.85 -1.25 -3.75 15 +0.1185
352.57 5 -10 3.75 +0.7081
359.82 -5 -2.5 12.5 +1.0742
359.82 -3.75 -7.5 16.25 +0.1148
355.86 1.25 2.5 13.75 +6.9896
359.82 -1.25 -1.25 11.25 +0.7394
359.32 2.5 -2.5 16.25 -0.3046
