zRot,x,y,z,cut,energy,HV,HJ,HCDR3,KV,KJ,KCDR3,LV,LJ,LCDR3
60.0,-5.0,-10.0,3.75,1,14737981253.0,79,3,11,43,2,193,,,
60.0,-5.0,-10.0,3.75,2,14742948071.0,79,3,11,43,2,83,,,
60.0,-5.0,-10.0,3.75,3,14749325613.8,79,3,11,43,2,79,,,
60.0,-5.0,-10.0,3.75,4,14752537126.6,79,3,11,43,2,63,,,
60.0,-5.0,-10.0,3.75,5,14762653615.3,133,3,11,43,2,17,,,
60.0,-2.5,-10.0,3.75,1,32199906047.4,43,4,3,,,,22,5,30
60.0,-2.5,-10.0,3.75,2,32199906086.1,44,4,3,,,,22,5,30
60.0,-2.5,-10.0,3.75,3,32199906161.8,46,4,3,,,,22,5,30
60.0,-2.5,-10.0,3.75,4,32199906236.9,79,4,3,,,,22,5,30
60.0,-2.5,-10.0,3.75,5,32199906261.0,80,4,3,,,,22,5,30
60.0,0.0,-10.0,3.75,1,27463313531.8,135,5,173,53,3,105,,,
60.0,0.0,-10.0,3.75,2,27463313546.3,137,5,173,53,3,105,,,
60.0,0.0,-10.0,3.75,3,27463313690.6,110,5,173,53,3,105,,,
60.0,0.0,-10.0,3.75,4,27463313706.8,123,5,173,53,3,105,,,
60.0,0.0,-10.0,3.75,5,27463313730.2,134,5,173,53,3,105,,,
60.0,2.5,-10.0,3.75,1,32145090278.8,82,4,274,18,4,162,,,
60.0,2.5,-10.0,3.75,2,32145090229.9,82,4,51,5,4,162,,,
60.0,2.5,-10.0,3.75,3,32145090230.0,82,4,354,5,4,162,,,
60.0,2.5,-10.0,3.75,4,32145090252.6,82,4,276,5,4,162,,,
60.0,2.5,-10.0,3.75,5,32145090266.0,82,4,351,5,4,162,,,
60.0,5.0,-10.0,3.75,1,22373746807.5,8,1,3,15,3,136,,,
60.0,5.0,-10.0,3.75,2,22373747055.8,8,1,3,6,3,136,,,
60.0,5.0,-10.0,3.75,3,22373747077.4,8,1,3,13,3,136,,,
60.0,5.0,-10.0,3.75,4,22373747079.9,8,1,3,7,3,136,,,
60.0,5.0,-10.0,3.75,5,22373747083.2,8,1,3,14,3,136,,,
60.0,7.5,-10.0,3.75,1,20339861026.6,8,5,262,18,4,40,,,
60.0,7.5,-10.0,3.75,2,20339861052.0,8,5,262,34,4,40,,,
60.0,7.5,-10.0,3.75,3,20339861128.8,8,5,69,18,4,40,,,
60.0,7.5,-10.0,3.75,4,20339861133.1,8,5,267,18,4,40,,,
60.0,7.5,-10.0,3.75,5,20339861140.0,8,5,325,18,4,40,,,
60.0,10.0,-10.0,3.75,1,10063671395.4,12,3,8,44,4,41,,,
60.0,10.0,-10.0,3.75,2,10063671424.8,12,3,8,1,4,41,,,
60.0,10.0,-10.0,3.75,3,10063671445.9,12,3,8,36,4,41,,,
60.0,10.0,-10.0,3.75,4,10063671452.8,12,3,8,65,5,41,,,
60.0,10.0,-10.0,3.75,5,10063671488.9,12,3,8,59,5,41,,,
60.0,-5.0,-7.5,3.75,1,17469033224.3,108,4,1,18,5,175,,,
60.0,-5.0,-7.5,3.75,2,17469033285.0,116,4,1,18,5,175,,,
60.0,-5.0,-7.5,3.75,3,17469033323.6,138,4,1,18,5,175,,,
60.0,-5.0,-7.5,3.75,4,17469033499.8,106,4,1,18,5,175,,,
60.0,-5.0,-7.5,3.75,5,17469033574.0,103,4,1,18,5,175,,,
60.0,-2.5,-7.5,3.75,1,25356660432.5,79,1,203,53,3,85,,,
60.0,-2.5,-7.5,3.75,2,25356660524.1,80,1,203,53,3,85,,,
60.0,-2.5,-7.5,3.75,3,25356660650.3,118,1,203,53,3,85,,,
60.0,-2.5,-7.5,3.75,4,25356660659.8,119,1,203,53,3,85,,,
60.0,-2.5,-7.5,3.75,5,25356660664.8,122,1,203,53,3,85,,,
60.0,0.0,-7.5,3.75,1,30412623999.8,46,5,276,61,1,114,,,
60.0,0.0,-7.5,3.75,2,30412624017.6,46,5,276,64,1,114,,,
60.0,0.0,-7.5,3.75,3,30412624018.1,46,5,276,52,1,114,,,
60.0,0.0,-7.5,3.75,4,30412624026.7,46,5,276,51,1,114,,,
60.0,0.0,-7.5,3.75,5,30412625037.8,102,5,276,61,1,114,,,
60.0,2.5,-7.5,3.75,1,35211861447.7,138,4,396,,,,22,5,20
60.0,2.5,-7.5,3.75,2,35211861456.8,138,4,396,,,,18,5,20
60.0,2.5,-7.5,3.75,3,35211861820.8,123,5,396,,,,22,5,20
60.0,2.5,-7.5,3.75,4,35211861829.9,123,5,396,,,,18,5,20
60.0,2.5,-7.5,3.75,5,35211861809.2,108,4,396,,,,22,5,20
60.0,5.0,-7.5,3.75,1,23516512102.8,17,3,4,36,1,136,,,
60.0,5.0,-7.5,3.75,2,23516512183.2,17,3,4,5,1,136,,,
60.0,5.0,-7.5,3.75,3,23516512211.9,17,3,4,8,1,136,,,
60.0,5.0,-7.5,3.75,4,23516512213.1,17,3,4,1,1,136,,,
60.0,5.0,-7.5,3.75,5,23516512243.1,17,3,4,17,1,136,,,
60.0,7.5,-7.5,3.75,1,11218311234.7,43,3,40,38,2,119,,,
