zRot,x,y,z,cut,energy,HV,HJ,HCDR3,KV,KJ,KCDR3,LV,LJ,LCDR3
100.0,-3.75,3.75,14.25,1,142.9596,88,3,24,6,5,2,,,
100.0,-3.75,3.75,14.25,2,145.714,89,3,24,6,5,2,,,
100.0,-3.75,3.75,14.25,3,151.4508,88,3,24,4,5,2,,,
100.0,-3.75,3.75,14.25,4,152.9187,88,3,24,7,5,2,,,
100.0,-3.75,3.75,14.25,5,153.8626,88,3,24,8,5,2,,,
