KCDR3_179 10000000000.0
KCDR3_178 10000000000.0
KCDR3_106 10000000000.0
KCDR3_107 10000000000.0
KCDR3_104 10000000000.0
KCDR3_105 10000000000.0
KCDR3_102 10000000000.0
KCDR3_103 10000000000.0
KCDR3_100 510054000.0
KCDR3_101 10000000000.0
KCDR3_175 10000000000.0
KCDR3_108 2266680000.0
KCDR3_109 1547550000.0
KCDR3_174 8714610000.0
HCDR3_408 10000000000.0
HCDR3_409 10000000000.0
HCDR3_158 42770.1
HCDR3_159 10000000000.0
HCDR3_156 16.0362
HCDR3_157 152992000.0
HCDR3_154 17169.2
HCDR3_155 -22.0792
HCDR3_152 15926.7
HCDR3_153 6652060.0
HCDR3_150 789.845
HCDR3_151 410.453
HV_31 10000000000.0
HV_30 10000000000.0
HV_33 -33.0276
HV_32 10000000000.0
KCDR3_199 4279970.0
KCDR3_198 10000000000.0
HV_37 94285.9
HV_36 96721.1
KCDR3_195 10000000000.0
KCDR3_194 16363600.0
KCDR3_197 355508.0
KCDR3_196 7704570000.0
KCDR3_191 67188000.0
KCDR3_190 329874.0
KCDR3_193 10000000000.0
KCDR3_192 114045000.0
HCDR3_336 17892.1
HCDR3_279 10000000000.0
HCDR3_278 2336490.0
HCDR3_273 15999400.0
HCDR3_272 5521320.0
HCDR3_271 51832400.0
HCDR3_270 -14.3958
HCDR3_277 10000000000.0
HCDR3_276 6515460000.0
HCDR3_275 778169.0
HCDR3_274 76.4761
KV_49 10000000000.0
HCDR3_58 -1.4668
HCDR3_30 -0.1102
HCDR3_54 1.6084
HCDR3_55 -10.7524
HCDR3_56 -0.9332
HCDR3_31 2.3782
HCDR3_50 1.5211
HCDR3_51 3634.54
HCDR3_52 0.7107
HCDR3_53 1.0333
HV_108 -14.404
HV_109 239.511
HV_100 12235.8
HV_101 18670.4
HV_102 2350.19
HV_103 -15.4616
HV_104 -16.8154
HV_105 -15.411
HV_106 -15.731
HV_112 2304.85
KV_21 86.9087
KV_20 94.773
KV_23 87.7056
KV_22 108.141
KV_25 120.836
HCDR3_49 -0.2832
KV_27 114583.0
KV_26 120.836
KV_29 29493.7
KV_28 98.2444
HCDR3_48 14.6564
KCDR3_51 146458000.0
KCDR3_50 108545000.0
KCDR3_53 10000000000.0
KCDR3_52 183238000.0
KCDR3_55 10000000000.0
KCDR3_54 1297810000.0
KCDR3_57 10000000000.0
KCDR3_56 4358640000.0
KCDR3_59 8864240000.0
