zRot,x,y,z,cut,energy,HV,HJ,HCDR3,KV,KJ,KCDR3,LV,LJ,LCDR3
100.0,-2.5,-10.0,16.75,1,-139.1645,19,5,4,6,5,113,,,
100.0,-2.5,-10.0,16.75,2,-136.3275,19,5,4,7,5,113,,,
100.0,-2.5,-10.0,16.75,3,-133.0825,20,5,4,6,5,113,,,
100.0,-2.5,-10.0,16.75,4,-130.2455,20,5,4,7,5,113,,,
100.0,-2.5,-10.0,16.75,5,-127.0271,88,5,4,6,5,113,,,
