Iteration    50 Time 0.152201 Energy -529.787200
Iteration   100 Time 0.267147 Energy -534.835800
Iteration   150 Time 0.379649 Energy -538.400100
Iteration   200 Time 0.733701 Energy -829.064300
Iteration   250 Time 1.063680 Energy -845.486600
Iteration   300 Time 1.365620 Energy -854.933700
Iteration   350 Time 1.663553 Energy -859.543400
Iteration   400 Time 1.966147 Energy -861.493500
Iteration   450 Time 2.244787 Energy -862.642100
Iteration   500 Time 2.556741 Energy -863.785600
Iteration   550 Time 2.858229 Energy -865.090200
Iteration   600 Time 3.177075 Energy -865.915500
Iteration   650 Time 3.486441 Energy -866.579100
Iteration   700 Time 3.805516 Energy -867.385300
Iteration   750 Time 4.123288 Energy -868.023100
Iteration   800 Time 4.444923 Energy -868.481600
Iteration   850 Time 4.835500 Energy -868.804300
Iteration   900 Time 5.208380 Energy -869.102100
Iteration   950 Time 5.583016 Energy -869.286800
Iteration  1000 Time 5.886647 Energy -869.417900
Iteration  1050 Time 6.156817 Energy -869.493400
Iteration  1100 Time 6.425251 Energy -869.619100
Iteration  1150 Time 6.689167 Energy -869.733500
Iteration  1200 Time 6.961385 Energy -869.830100
Iteration  1250 Time 7.226117 Energy -869.925500
Iteration  1300 Time 7.490719 Energy -869.979100
Iteration  1350 Time 7.755429 Energy -870.063300
Iteration  1400 Time 8.020524 Energy -870.107700
Iteration  1450 Time 8.285565 Energy -870.151300
Iteration  1500 Time 8.551196 Energy -870.191500
Iteration  1550 Time 8.815462 Energy -870.230600
Iteration  1600 Time 9.080037 Energy -870.272700
Iteration  1650 Time 9.347512 Energy -870.306800
Iteration  1700 Time 9.612702 Energy -870.353200
Iteration  1750 Time 9.877546 Energy -870.393300
Iteration  1800 Time 10.142222 Energy -870.428300
Iteration  1850 Time 10.405912 Energy -870.462400
Iteration  1900 Time 10.671030 Energy -870.495300
Iteration  1950 Time 10.936363 Energy -870.526700
Iteration  2000 Time 11.202131 Energy -870.551400
