Iteration    50 Time 8.058884 Energy 3102.022500
Iteration   100 Time 16.087530 Energy 767.383700
Iteration   150 Time 24.119105 Energy 162.136200
Iteration   200 Time 32.517744 Energy -193.005300
Iteration   250 Time 40.467266 Energy -630.874200
Iteration   300 Time 48.848490 Energy -1114.550800
Iteration   350 Time 56.831707 Energy -1466.153400
Iteration   400 Time 65.325016 Energy -1645.450500
Iteration   450 Time 73.308164 Energy -1786.697100
Iteration   500 Time 81.230254 Energy -1880.259900
Iteration   550 Time 89.164281 Energy -1920.951600
Iteration   600 Time 97.142654 Energy -1991.182300
Iteration   650 Time 105.476327 Energy -2014.481300
Iteration   700 Time 113.410258 Energy -2031.549900
Iteration   750 Time 121.290017 Energy -2065.324100
Iteration   800 Time 129.180301 Energy -2084.899600
Iteration   850 Time 137.062174 Energy -2105.129500
Iteration   900 Time 144.926601 Energy -2123.281400
Iteration   950 Time 152.850515 Energy -2146.622600
Iteration  1000 Time 161.247721 Energy -2170.753700
Iteration  1050 Time 169.117442 Energy -2179.311700
Iteration  1100 Time 176.982454 Energy -2187.027100
Iteration  1150 Time 184.842379 Energy -2204.100100
Iteration  1200 Time 192.707815 Energy -2212.556300
Iteration  1250 Time 201.000051 Energy -2220.494100
Iteration  1300 Time 208.869113 Energy -2227.668400
Iteration  1350 Time 216.722918 Energy -2232.292600
Iteration  1400 Time 225.004185 Energy -2236.523800
Iteration  1450 Time 232.873879 Energy -2240.388200
Iteration  1500 Time 240.720321 Energy -2244.091500
Iteration  1550 Time 248.554551 Energy -2250.249900
Iteration  1600 Time 256.386191 Energy -2255.073100
Iteration  1650 Time 264.249856 Energy -2260.139300
Iteration  1700 Time 272.084638 Energy -2263.368400
Iteration  1750 Time 279.938903 Energy -2266.950200
Iteration  1800 Time 287.784093 Energy -2269.471600
Iteration  1850 Time 295.687490 Energy -2272.000800
Iteration  1900 Time 303.511101 Energy -2277.110800
Iteration  1950 Time 311.372777 Energy -2280.280700
Iteration  2000 Time 319.187290 Energy -2282.891800
