zRot,x,y,z,cut,energy,HV,HJ,HCDR3,KV,KJ,KCDR3,LV,LJ,LCDR3
60.0,-2.5,-5.0,13.75,1,433143412.294,126,2,34,,,,15,6,15
60.0,-2.5,-5.0,13.75,2,433143427.176,126,2,8,,,,25,6,15
60.0,-2.5,-5.0,13.75,3,433143427.784,126,2,8,,,,2,6,15
60.0,-2.5,-5.0,13.75,4,433143427.851,126,2,8,,,,10,6,15
60.0,-2.5,-5.0,13.75,5,433143428.264,126,2,8,,,,15,6,15
