zRot,x,y,z,cut,energy,HV,HJ,HCDR3,KV,KJ,KCDR3,LV,LJ,LCDR3
180.0,-2.5,5.0,15.0,1,1116.4138,127,2,413,,,,2,6,15
180.0,-2.5,5.0,15.0,2,1118.913,126,2,413,,,,2,6,15
180.0,-2.5,5.0,15.0,3,1119.0273,128,2,413,,,,2,6,15
180.0,-2.5,5.0,15.0,4,1124.0011,111,2,413,,,,2,6,5
180.0,-2.5,5.0,15.0,5,1125.1532,114,2,413,,,,2,6,5
