zRot,x,y,z,cut,energy,HV,HJ,HCDR3,KV,KJ,KCDR3,LV,LJ,LCDR3
0.0,-5.0,-7.5,16.25,1,105922874.277,102,5,212,43,3,198,,,
0.0,-5.0,-7.5,16.25,2,105922874.443,102,5,212,43,3,157,,,
0.0,-5.0,-7.5,16.25,3,105922874.506,102,5,212,43,3,170,,,
0.0,-5.0,-7.5,16.25,4,105922874.613,102,5,212,43,3,83,,,
0.0,-5.0,-7.5,16.25,5,105922874.626,102,5,212,43,3,61,,,
