zRot,x,y,z,cut,energy,HV,HJ,HCDR3,KV,KJ,KCDR3,LV,LJ,LCDR3
0.0,0.0,-10.0,16.25,1,264063.3386,8,1,251,44,4,103,,,
0.0,0.0,-10.0,16.25,2,264063.3636,8,1,251,44,4,137,,,
0.0,0.0,-10.0,16.25,3,264063.4168,8,1,251,44,4,190,,,
0.0,0.0,-10.0,16.25,4,264063.4189,8,1,251,44,4,46,,,
0.0,0.0,-10.0,16.25,5,264063.4514,8,1,251,44,4,153,,,
