Iteration    50 Time 1.797906 Energy -829.064300
Iteration   100 Time 2.073452 Energy -845.486600
Iteration   150 Time 2.349528 Energy -854.933700
Iteration   200 Time 2.624138 Energy -859.543400
Iteration   250 Time 2.899169 Energy -861.493500
Iteration   300 Time 3.178945 Energy -862.642100
Iteration   350 Time 3.457588 Energy -863.785600
Iteration   400 Time 3.745572 Energy -865.090200
Iteration   450 Time 4.037448 Energy -865.915500
Iteration   500 Time 4.320746 Energy -866.579100
Iteration   550 Time 4.596246 Energy -867.385300
Iteration   600 Time 4.868934 Energy -868.023100
Iteration   650 Time 5.141583 Energy -868.481600
Iteration   700 Time 5.414228 Energy -868.804300
Iteration   750 Time 5.687269 Energy -869.102100
Iteration   800 Time 5.965716 Energy -869.286800
Iteration   850 Time 6.239963 Energy -869.417900
Iteration   900 Time 6.511436 Energy -869.493400
Iteration   950 Time 6.790410 Energy -869.619100
Iteration  1000 Time 7.084482 Energy -869.733500
Iteration  1050 Time 7.371785 Energy -869.830100
Iteration  1100 Time 7.644907 Energy -869.925500
Iteration  1150 Time 7.917872 Energy -869.979100
Iteration  1200 Time 8.203361 Energy -870.063300
Iteration  1250 Time 8.476701 Energy -870.107700
Iteration  1300 Time 8.761994 Energy -870.151300
Iteration  1350 Time 9.041766 Energy -870.191500
Iteration  1400 Time 9.318925 Energy -870.230600
Iteration  1450 Time 9.591927 Energy -870.272700
Iteration  1500 Time 9.866916 Energy -870.306800
Iteration  1550 Time 10.141244 Energy -870.353200
Iteration  1600 Time 10.430384 Energy -870.393300
Iteration  1650 Time 10.726637 Energy -870.428300
Iteration  1700 Time 11.006725 Energy -870.462400
Iteration  1750 Time 11.287922 Energy -870.495300
Iteration  1800 Time 11.568675 Energy -870.526700
Iteration  1850 Time 11.847811 Energy -870.551400
Iteration  1900 Time 12.120374 Energy -870.581700
Iteration  1950 Time 12.400473 Energy -870.614000
Iteration  2000 Time 12.681198 Energy -870.647400
