zRot,x,y,z,cut,energy,HV,HJ,HCDR3,KV,KJ,KCDR3,LV,LJ,LCDR3
120.0,-5.0,-7.5,16.25,1,262.3055,17,5,111,61,3,185,,,
120.0,-5.0,-7.5,16.25,2,262.5714,17,5,111,54,3,185,,,
120.0,-5.0,-7.5,16.25,3,262.656,17,5,111,10,3,185,,,
120.0,-5.0,-7.5,16.25,4,262.7688,17,5,124,61,3,185,,,
120.0,-5.0,-7.5,16.25,5,262.8622,17,5,124,67,4,185,,,
