zRot,x,y,z,cut,energy,HV,HJ,HCDR3,KV,KJ,KCDR3,LV,LJ,LCDR3
120.0,2.5,-2.5,3.75,1,154237237.622,8,4,3,,,,38,4,5
120.0,2.5,-2.5,3.75,2,154249320.86,41,4,3,,,,38,4,5
120.0,2.5,-2.5,3.75,3,154301080.159,123,5,3,,,,38,4,5
120.0,2.5,-2.5,3.75,4,154336120.285,110,5,3,,,,38,4,5
120.0,2.5,-2.5,3.75,5,154373301.386,80,4,3,,,,38,4,5
