zRot,x,y,z,cut,energy,HV,HJ,HCDR3,KV,KJ,KCDR3,LV,LJ,LCDR3
0.0,10.0,5.0,13.75,1,109.5443,114,2,413,,,,10,6,9
0.0,10.0,5.0,13.75,2,109.5889,111,2,413,,,,10,6,9
0.0,10.0,5.0,13.75,3,109.8314,114,2,413,,,,10,6,5
0.0,10.0,5.0,13.75,4,109.876,111,2,413,,,,10,6,5
0.0,10.0,5.0,13.75,5,109.9236,114,2,413,,,,10,6,39
