Iteration    50 Time 10.260337 Energy -3724.005100
Iteration   100 Time 19.032098 Energy -4080.979600
Iteration   150 Time 27.260888 Energy -4217.009000
Iteration   200 Time 35.448886 Energy -4323.612500
Iteration   250 Time 43.600283 Energy -4365.812600
Iteration   300 Time 52.201399 Energy -4399.882200
Iteration   350 Time 60.540853 Energy -4443.281900
Iteration   400 Time 68.879419 Energy -4468.558300
Iteration   450 Time 77.288560 Energy -4487.316100
Iteration   500 Time 85.745997 Energy -4497.025000
Iteration   550 Time 93.868748 Energy -4512.989400
Iteration   600 Time 102.557197 Energy -4534.200100
Iteration   650 Time 110.806459 Energy -4548.131000
Iteration   700 Time 119.403341 Energy -4559.213500
Iteration   750 Time 127.519155 Energy -4576.567500
Iteration   800 Time 135.626803 Energy -4581.922400
Iteration   850 Time 143.732278 Energy -4592.478800
Iteration   900 Time 151.805005 Energy -4599.876900
Iteration   950 Time 159.877707 Energy -4604.926900
Iteration  1000 Time 168.238889 Energy -4615.387000
Iteration  1050 Time 176.814620 Energy -4629.338000
Iteration    50 Time 8.952520 Energy -3724.005100
Iteration   100 Time 17.905448 Energy -4080.979600
Iteration   150 Time 26.773106 Energy -4217.009000
Iteration   200 Time 35.623899 Energy -4323.612500
Iteration   250 Time 44.456218 Energy -4365.812600
Iteration   300 Time 53.274057 Energy -4399.882200
Iteration   350 Time 62.079579 Energy -4443.281900
Iteration   400 Time 70.905235 Energy -4468.558300
Iteration   450 Time 79.709900 Energy -4487.316100
Iteration   500 Time 88.682816 Energy -4497.025000
Iteration   550 Time 97.473287 Energy -4512.989400
Iteration   600 Time 106.310617 Energy -4534.200100
Iteration   650 Time 115.108059 Energy -4548.131000
Iteration   700 Time 123.861400 Energy -4559.213500
Iteration   750 Time 132.621803 Energy -4576.567500
Iteration   800 Time 141.368240 Energy -4581.922400
Iteration   850 Time 150.108751 Energy -4592.478800
Iteration   900 Time 158.861109 Energy -4599.876900
Iteration   950 Time 167.579205 Energy -4604.926900
Iteration  1000 Time 176.311230 Energy -4615.387000
Iteration  1050 Time 185.017599 Energy -4629.338000
Iteration  1100 Time 193.741097 Energy -4633.242600
Iteration  1150 Time 202.447915 Energy -4637.806300
Iteration  1200 Time 211.164858 Energy -4643.169100
Iteration  1250 Time 219.874679 Energy -4645.749000
Iteration  1300 Time 228.627536 Energy -4648.458800
Iteration  1350 Time 237.402210 Energy -4651.779200
Iteration  1400 Time 246.092424 Energy -4654.378000
Iteration  1450 Time 254.782732 Energy -4656.388400
Iteration  1500 Time 263.465759 Energy -4658.831600
Iteration  1550 Time 272.248984 Energy -4661.826100
Iteration  1600 Time 280.961978 Energy -4663.977300
Iteration  1650 Time 289.701751 Energy -4665.812600
Iteration  1700 Time 298.424495 Energy -4667.142300
Iteration  1750 Time 307.134793 Energy -4668.980900
Iteration  1800 Time 315.869299 Energy -4669.928700
Iteration  1850 Time 324.561270 Energy -4672.331400
Iteration  1900 Time 333.261750 Energy -4673.604700
Iteration  1950 Time 341.964349 Energy -4674.988100
Iteration  2000 Time 350.695315 Energy -4675.839100
